678.299851009,464.013224528,0.,; 
698.26340376,522.953237411,0.,;  
721.078892617,587.597122507,0.,; 
743.894381475,658.895525188,0.,; 
770.512451809,729.243282499,0.,; 
792.377295298,801.492330549,0.,; 
809.488911941,847.123308264,0.,; 
844.662790597,868.037506384,0.,; 
895.046995158,866.136215645,0.,; 
943.52990898,852.827180478,0.,;  
974.90120616,835.715563835,0.,;  
978.703787636,823.357174037,0.,; 
987.259595957,821.455883299,0.,; 
1014.828311661,827.159755513,0.,;
1033.841219042,814.801365716,0.,;
1033.841219042,797.689749072,0.,;
1033.841219042,787.232650012,0.,;
1042.397027364,783.430068536,0.,;
1071.867033805,788.183295382,0.,;
1120.349947627,799.59103981,0.,; 
1169.783506819,792.936522227,0.,;
1201.154803999,774.874260215,0.,;
1202.105449368,753.009416726,0.,;
1209.71061232,746.354899142,0.,; 
1251.539008559,746.354899142,0.,;
1305.725794596,744.453608404,0.,;
1356.109999157,741.601672297,0.,;
1394.13581392,725.440701023,0.,; 
1421.704529623,697.87198532,0.,; 
1431.210983314,657.944879819,0.,;
1410.296785194,614.215192841,0.,;
1366.567098217,612.313902103,0.,;
1328.541283454,631.326809485,0.,;
1300.021922382,640.833263175,0.,;
1267.699979834,639.882617806,0.,;
1233.476746547,637.981327068,0.,;
1188.796414201,652.241007604,0.,;
1163.128989236,666.50068814,0.,; 
1152.671890176,663.648752033,0.,;
1148.8693087,656.043589081,0.,;  
1154.573180914,645.586490021,0.,;
1177.388669772,634.178745592,0.,;
1216.365129904,630.376164116,0.,;
1257.242880774,631.326809485,0.,;
1297.169986275,629.425518747,0.,;
1336.146446407,617.067128949,0.,;
1369.419034324,590.449058615,0.,;
1384.629360229,543.86743553,0.,; 
1372.270970431,487.779358755,0.,;
1340.899673252,442.14838104,0.,; 
1273.403852048,422.184828289,0.,;
1207.809321582,437.395154194,0.,;
1177.388669772,460.210643052,0.,;
1155.523826283,505.841620767,0.,;
1146.017372592,532.459691101,0.,;
1139.362855009,535.311627209,0.,;
1118.448656889,526.755818887,0.,;
1102.287685615,510.594847613,0.,;
1066.16316159,508.693556875,0.,; 
1026.236056089,512.496138351,0.,;
1011.025730184,542.916790161,0.,;
1017.680247768,580.942604924,0.,;
1040.495736625,611.363256734,0.,;
1051.903481054,626.573582639,0.,;
1053.804771792,643.685199283,0.,;
1049.051544947,680.760368676,0.,;
1038.594445887,695.970694582,0.,;
1018.630893137,699.773276058,0.,;
996.766049648,696.921339951,0.,; 
995.815404279,688.365531629,0.,; 
1015.77895703,669.352624248,0.,; 
1024.334765351,644.635844652,0.,;
997.716695017,629.425518747,0.,; 
968.246688576,625.62293727,0.,;  
965.394752469,620.869710425,0.,; 
977.753142267,604.708739151,0.,; 
997.716695017,578.090668817,0.,; 
992.963468172,556.225825328,0.,; 
968.246688576,548.620662376,0.,; 
945.431199718,544.818080899,0.,; 
941.628618242,539.114208685,0.,; 
957.789589516,522.953237411,0.,; 
977.753142267,502.039039291,0.,; 
972.049270052,486.828713386,0.,; 
953.98700804,484.927422648,0.,;  
948.283135826,481.124841171,0.,; 
955.888298778,477.322259695,0.,; 
986.308950588,470.667742112,0.,; 
1019.581538506,468.766451374,0.,;
1061.409934745,463.062579159,0.,;
1107.04091246,460.210643052,0.,; 
1151.721244807,447.852253254,0.,;
1193.549641046,432.641927349,0.,;
1222.069002118,413.629019967,0.,;
1231.575455809,374.652559835,0.,;
1213.513193796,343.281262656,0.,;
1178.339315141,321.416419167,0.,;
1129.856401318,330.922872858,0.,;
1091.830586555,354.689007085,0.,;
1052.854126423,371.800623728,0.,;
1011.025730184,384.159013526,0.,;
974.90120616,379.405786681,0.,;  
941.628618242,376.553850574,0.,; 
904.553448848,390.81353111,0.,;  
886.491186836,416.480956075,0.,; 
867.478279454,437.395154194,0.,; 
859.873116502,440.247090301,0.,; 
851.31730818,437.395154194,0.,;  
852.267953549,417.431601444,0.,; 
838.958918382,387.961595002,0.,; 
793.327940667,370.849978359,0.,; 
732.486637046,374.652559835,0.,; 
687.8063047,404.122566277,0.,;   
